source,tibschol_refs,zotero_refs,xml_id,status,location,xml_content
1_002_02_C_NI_Ar_sher phyin rgya grel_etext.xml,1_002_02,,ex20220240828_12,reviewed,6a4 - 6a5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""6a4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex20220240828_12"" status=""reviewed"">
         <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3827"">'brom</rs> ltar na <quote xml:id=""d2e1624"">tad yA tha</quote> zhes pa ni 'di lta ste bya ba yin la | <quote xml:id=""d2e1627"">gha te gha te</quote> bya ba ni song 1 song 1 bya ba yin pas tshogs laM sbyor laM du song 1 bya ba yin la || <quote xml:id=""d2e1630"">pa ra gha te </quote>zhes bya ba ni <lb n=""6a5""/> pha rol du song 1 bya ba yin pas mthong laM du song 1 bya ba yin la | <quote xml:id=""d2e1636"">pa ra sang gha te</quote> zhes bya ba ni yang dag par song 1 bya ba yin pas | sgoM laM du song 1 bya ba yin la | <quote xml:id=""d2e1640"">bho te swo ha </quote>zhes bya ba ni byang chub zhi bar song 1 bya ba yin pas mi slob pa'i laM du song 1 bya ba yin zer te legs so ||
         </seg></TEI>"
1_002_02_C_NI_Ar_sher phyin rgya grel_etext.xml,1_002_02,,ex2022023-10-13-111939,finalized,6b3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""6b3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex2022023-10-13-111939"" status=""finalized"" ana=""corpusmd:colophon""> 
         <milestone unit=""section"" n=""colophon""/> 
         <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4453""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3694"">'phags pa shes rab kyi pha rol du phyind pa'i mdo'</rs> rgya cher 'grel pa</rs> | <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3816"">gsang phu ba ar</rs> <choice><reg>zer ro</reg><orig>(<abbr>zer ro</abbr>)</orig></choice></note><note type=""editorial"">This note is by a different hand than the glosses to the text.</note> <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3816"">shag kya'i dge slong byang chub <abbr>ye shes</abbr></rs> kyis sbyar ba'o |||| rdzogs s+h+yo ||||</seg></TEI>"
2_054_01_Ral gri_rNam nges tika_sakyalibrary-com.xml,2_054_01,,ex54012024-09-1216-56-432,finalized,158a5 - 158a6,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4941"" n=""158a5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex54012024-09-1216-56-432"" status=""finalized"" ana=""corpusmd:colophon""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4942""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3774"">tshad ma rnam par nges pa</rs>'i 'grel bshad rgyan gyi me tog</rs> ces bya ba <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:7347"">shar phyogs dzA ga ta la</rs>'i <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:6032"">paN Di ta chen po dA na shi la</rs>'i man ngag brgyud pa la brten te dben par gnas shing sangs rgyas kyi bstan <lb edRef=""inst:4941"" n=""158a6""/> pa 'byed pa la brtson pa zab pa dang rgya che ba gang yin pa de la mos pa thob pa shakya'i bstan pa la mang du thos pa'i <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4006"">btsun pa rigs pa'i ral gri</rs>s sbyar ba 'di legs par rdzogs s+ho || ||</seg></TEI>"
2_054_01_Ral gri_rNam nges tika_sakyalibrary-com.xml,2_054_01,,ex54012024-09-1216-56-43,finalized,152a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex54012024-09-1216-56-43"" status=""finalized"" ana=""corpusmd:colophon""><lb edRef=""inst:5108"" n=""152a9""/><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5797"">shakya'i btsun pa dbang bkras</rs> kyis bris pa e ma to ||<note type=""editorial"">Note in (ID:5108) only.</note></seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0116-20-34,unreviewed,1b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex45012023-03-0116-20-34"" status=""unreviewed""><pb edRef=""inst:5593"" n=""1b""/><lb edRef=""inst:5593"" n=""1b1""/><pb edRef=""inst:4770"" n=""1b""/> <lb edRef=""inst:4770"" n=""1b1""/> <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:4771""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5553"">tshad ma sde bdun</rs> gyi don phyogs cig du bsdus pa <choice><reg>gzhan gyi phyogs thams cad las rnam par rgyal ba zhes bya ba</reg><orig>(g)zha(n) gyi phyogs tha(ms cad) las rnam par rgyal ba [zhes bya ba]</orig></choice> | </rs></seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-39-05,unreviewed,3a2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""3a2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-39-05"" type=""excerpt"" status=""unreviewed"">
            dang po ni <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">dbu ma snang sel ba kha <abbr>cig</abbr></rs> snang ba dgag bya yin zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-08-30,unreviewed,2b5 - 3a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""2b5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-08-30"" type=""excerpt"" status=""unreviewed""><!--person could be Indian or Tibetan-->
            yang <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">dbu ma ba kha cig</rs> snang pa la bden par zhen pa'i blo dgag bya yin ste | nyes pa thams cad <lb edRef=""inst:4770"" n=""3a4""/> <lb edRef=""inst:4770"" n=""3a4""/> kyi rtsa ba yin pa'i phyir ro zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-50-39,unreviewed,3a8 - 4a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""3a8""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-50-39"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">chos kyi seng ge</rs> na re snang ba stong ba'i tshogs don de bsgrub <lb edRef=""inst:4770"" n=""4a3""/> bya yin zhing | snang ldog kun rdzob kyi bden pa stong ldog don dam pa'i bden pa bden 2 ngo bo 1 pa yin no zhe na |
            snang ba dang ngo bo 1 pa'i stong nyid de <lb edRef=""inst:5593"" n=""tshe na""/> don dam  <lb edRef=""inst:5593"" n=""3a9""/> pa'i bden pa ma yin te | skye 'gag byed pa'i phyir te | snang ba skye 'gag byed pa'i phyir ro | gzhan yang don dam bden pa skye 'gag byed par thal |<lb edRef=""inst:4770"" n=""4a4""/>snang pa skye 'gag byed pa'i phyir | rtags tshad ma khyab pa med na bden gnyis ngo bo gcig pa nyams so ||
            'dod na 'gag pa med pa skye med pa zhes so ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-29-19,unreviewed,6b8 - 6b9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""6b8""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-29-19"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">gangs can pa</rs> thams cad sems tsam pa gnyis ka'i lugs <lb edRef=""inst:4770"" n=""6b9""/> 'gog pa ni | rang gzhung sems tsam du bshad pa dang 'gal lo ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-51-23,unreviewed,7a6 - 7a7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""7a6""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-51-23"" type=""excerpt"" status=""unreviewed"">
            dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">chos kyi seng ge</rs> na re rtog pa'i mtshan nyid ni don spyi 'dzin pa yin <lb edRef=""inst:5593"" n=""7a7""/> no zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0115-54-20,unreviewed,7a7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""7a7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0115-54-20"" type=""excerpt"" status=""unreviewed"" ana=""corpusmd:rtog_pa"">
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brtson 'grus seng ge</rs> na re rtog pa'i mtshan nyid sgra don 'dzin pa yin zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-51-43,unreviewed,13a1 - 13a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""13a1""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-51-43"" type=""excerpt"" status=""unreviewed"">
            dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">chos kyi seng ge</rs> na re mtshan nyid tha snyad kyi mtshan nyid ni chos 3 tshang pa yin no ||
            gsum pa gang zhe na |
            mtshan gzhi la grub pa dang | rdzas su yod pa dang | rigs mi <lb edRef=""inst:4770"" n=""13a2""/> mthun gyi spyi dang | dngos 'gal du gnas pa yin no zhe na |
            de ltar na mtshan nyid kyi rigs mi mthun spyi dang dngos 'gal du gnas pa yin nam mtshon bya'i rigs mi mthun spyi dang dngos 'gal du gnas pa yin | 
            dang po ltar na bum pa mi rtag par mtshon pa la rgyu rkyen las skyes pa mtshan nyid du bkod pa'i tshe | mtshan nyid <lb edRef=""inst:4770"" n=""13a3""/> skyon med du thal | chos 3 po de thang pa'i phyir ro ||
            2 pa ltar na dkar zal ba glang du mtshon pa la nog shal lasogs pa 'dus pa mtshan nyid du bkod pa'i tshe mtshan nyid skyon med ma yin par thal | mtshan nyid de mtshon bya'i rigs mi mthun gyi spyi dang dngos 'gal ma yin pa'i phyir ro || 
            ma grub na nog shal lasogs 'dus pa <lb edRef=""inst:4770"" n=""13a4""/> de chon | ba lang gi tha snyad byar rung gi ltago pa yin par thal | ba lang gi tha snyad byar mi rung dang dngos 'gal yin pa'i phyir ro || ba lang gi tha snyad byar rung nyid bzhin no ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-48-11,unreviewed,13a4 - 13a5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""13a4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-48-11"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brtson 'grus seng ge</rs> na re rgyu rkyen las skyes pa mtshan nyid kyi tha snyad du mtshon pa la mtshon bya'i don ldog gzhi la grub mtshan nyid du bkod pa'i tshe <lb edRef=""inst:4770"" n=""13a5""/> mtshan nyid skyon med yin zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0116-13-00,unreviewed,13a8 - 13a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""13a8""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0116-13-00"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">bsdus pa smra ba</rs> la mkhas par grags pa yang khan 3 du 'khams ngan zhes lan 'debs par snang ngo ||<lb edRef=""inst:4770"" n=""13a9""/></seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0115-54-39,unreviewed,13b7 - 13b8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""13b7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0115-54-39"" type=""excerpt"" status=""unreviewed"">
            dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brtson 'grus seng ge</rs> na re | mtshan nyid kyi tha snyad de mtshan nyid ma yin pas nyes pa dang po med do || chos 3 tshang pa de mtshan nyid tha snyad kyis rang ldog la brten par ma zhugs pas mtshan nyid kyi tha snyad de rigs mi mthun yin yang khyab ches par thal ba'i skyon med do || chos 3 tshang pa de mtshon ldan gyi <lb edRef=""inst:4770"" n=""13b8""/> gzhi la zhugs pas | mtshon bya la mi srid par htla ba'i nyes pa med do || zhes zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0311-17-10,unreviewed,14a5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0311-17-10"" type=""excerpt"" status=""unreviewed"">
            ldog pa la brten par mtshon pa'i tshe mtshon <lb edRef=""inst:4770"" n=""14a5""/> bya de rten kyi rigs mi mthun dang bsal bya rigs mi mthun 2 su yod pa de khong du ma chud par rang gi mtshon bya rigs mi mthun du 'thad do zhes zer ba ni shes pa bas smra ba rings pa'i gtam yin no ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0116-11-03,finalized,12a3 - 14b9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""12a3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0116-11-03"" type=""excerpt"" status=""finalized"" ana=""corpusmd:mtshan_nyid""> <milestone unit=""section"" n=""1321.121.11 mtshan nyid""/>
           dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3887"">'jam pa'i rdo rje</rs> na re | rang ldog rdzas ma grub kyi mtshan nyid ni | 
           <app><lem wit=""inst:4770"">chos gang zhig</lem><rdg wit=""inst:4770"">chos gang zhig</rdg><rdg wit=""inst:5593"">chos kyi gang zhig</rdg></app> 
           mtshan gzhi la ji ltar bkod pa ltar grub cing don ldog  
           <app>
            <lem wit=""inst:5593"">rkyang</lem><rdg wit=""inst:5593"">rkyang</rdg><rdg wit=""inst:4770"">kyang</rdg></app> 
            par ma grub <lb edRef=""inst:4770"" n=""14b8""/> pa'o zhe na |
            bum pa dngos po'i tha snyad du mtshon pa la ba lang gi tha snyad mtshan nyid du bkod pa de rang ldog rdzas ma grub ma yin <lb edRef=""inst:5593"" n=""12a4""/> par thal | gzhi la grub ma tshang pa'i phyir | 'dod na rang ldog rdzas yod du thal lo || des na rang ldog rdzas ma grub kyi mtshan nyid ni chos gang zhig don ldog <app><lem wit=""inst:5593"">rkyang</lem><rdg wit=""inst:5593"">rkyang</rdg><rdg wit=""inst:4770"">kyang</rdg></app> par ma grub <lb edRef=""inst:4770"" n=""14b9""/> pa'o ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0115-55-06,unreviewed,15a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0115-55-06"" type=""excerpt"" status=""unreviewed"">
           <pb edRef=""inst:4770"" n=""15a""/><lb edRef=""inst:4770"" n=""15a1""/> 'di la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brtson 'grus seng ge</rs> na re gzhan gyi mtshon bya mtshan nyid du 'gyur ba yod pa yin te | nog shal lasogs 'dus pa mtshon bya | ba lang gi tha nsyad dang po de ba lang gi tha snyad 2 pa'i mtshan nyid du 'gyur ba bzhin no | zhes zer ba ni </seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-52-17,unreviewed,13a4 - 16a4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""13a4""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-52-17"" type=""excerpt"" status=""unreviewed"">
            dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">chos kyi seng ge</rs> na re byas pa'i tha snyad byas pa'i tha snyad du mtshon pa la rgyu rkyen las skyes pa mtshan nyid du bkod pa de mtshon 'dod med nas mtshan nyid mtshan gzhi la <lb edRef=""inst:4770"" n=""16a3""/> mi srid pa yin ste | mtshan gzhi dang mtshon bya tha dad med pa'i phyir ro zhe na |
            ba lang gi tha snyad tshad mas grub pa'i tshe nog shal lasogs 'dus pa de ba lang gi tha snyad la ltos te mtshan nyid skyon myed po ma yin par thal | <lb edRef=""inst:5593"" n=""13a5""/> mtshon 'dod med pa'i phyir ro ||
            rtags tshad ma | khyab pa med na mtshon 'dod med pa mtshan nyid kyi skyon <lb edRef=""inst:4770"" n=""16a4""/> yin pa nyams so ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-49-30,unreviewed,16b2 - 16b3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""16b2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-49-30"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brton 'grus seng ge</rs> na re | sems can rtsam po la ba lang gi tha snyad khyab byed du mod (read: med) par mtshon <lb edRef=""inst:4770"" n=""16b3""/> ************* mtshon par mi nus pas mtshan nyid kyi skyon can yin no || de yang mtshon bya la ltos pa'i skyon ma yin ste mtshan nyid kyis mtshan gzhi la ma khyab pa'i skyon yin no zhe na |
            rten rtsam du yod pa de gang zhes dri'o ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0115-56-03,finalized,14a2 - 14a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""14a2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0115-56-03"" type=""excerpt"" status=""finalized""> <milestone unit=""section"" n=""5. gzhan zla rnams rtsod du bkod pa'i tshe khyab ches kyi skyon yin par 'dod pa dgag pa""/>           
            lnga pa ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brtson 'grus seng ge</rs> <app><lem wit=""inst:5593"">na re</lem><rdg wit=""inst:5593"">na re</rdg><rdg wit=""inst:4770"">na re ||</rdg></app> dkar zal mtshan gzhi ba lang gi tha snyad dkar zal kho na la yod par mtshon | nog shal laosgs 'dus pa dkar zla kho na la yod pa mtshan nyid du <lb edRef=""inst:4770"" n=""17a4""/> bkod pa'i tshe | khyab ches nas mtshan gzhi la mi srid pa yin lo | gang la khyab ches <app><lem wit=""inst:4770"">nas</lem><rdg wit=""inst:4770"">nas</rdg><rdg wit=""inst:5593"">na</rdg></app> mtshan gzhi dkar <lb edRef=""inst:5593"" n=""14a3""/> zal las gzhan nag sgyur la khyab ches pa yin zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-46-46,reviewed,17a7 - 17a8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""17a7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-46-46"" type=""excerpt"" status=""reviewed"">
         <milestone unit=""section"" n=""i. grangs mang par""/>          
            dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba</rs> na re mtshan nyid kyi skyon 3 du ma 'dus pa <app><lem wit=""inst:4770"">rnam</lem><rdg wit=""inst:4770"">rnam</rdg><rdg wit=""inst:5593"">rnams</rdg></app> bcad med pa zhes bya ba'i skyon gzhan bzhi pa yang yod de | bum pa byas par mtshon pa la rgyu <lb edRef=""inst:5593"" n=""14a6""/> rkyen las skyes pa'i shes bya mtshan nyid du bkod pa lta bu yin zhes <lb edRef=""inst:4770"" n=""17a8""/> zer ro || 
            <rs type=""work"" ana=""corpusmd:unnamed_reference"" ref=""db:4445"">tik chung</rs> las | <quote source=""db:4445"" n=""[UGPYP9TV]: 213""><lg><l>mtshan nyid rnam bcad la ltos phyir ||</l> <l>rnam bcad med pa mtshan nyid min</l></lg></quote> zhes so ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-47-52,finalized,17a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""17a9""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-47-52"" type=""excerpt"" status=""finalized"">
            <milestone unit=""section"" n=""ii. grangs nyung par""/>
            gnyis pa ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3809"">rin chen grags</rs> na re mtshan nyid kyi skyon thams cad mtshon bya <app><lem wit=""inst:4770"">mtshon</lem><rdg wit=""inst:4770"">mtshon</rdg><rdg wit=""inst:5593"">mtshan</rdg></app> pa'i rgyu mtshan du mi srid par 'dus zer ro || <note type=""editorial"">In work (ID:5507), this view is ascribed to Gangs pa she'u (ID:3810).</note></seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-51-06,unreviewed,18b2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""18b2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-51-06"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">brtson 'grus seng ge</rs> na re mtshon bya'i tha snyadkyi mtshan nyid ni mtshan nyid kyi rnam par bzhag bya gzhi la grub pa yin zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-51-58,unreviewed,22b2 - 22b3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""22b2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-51-58"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:5573"">bdag gi yongs su 'dzin pa</rs> na re rdzas chos ldog chos kyi mtshan nyid ni rim pa bzhin du rang dang rdzas 1 pa'i chos ma lus pa la khyab byed du rten pa dang | rang dang rdzas 1 pa'i chos 'ga' zhig la rten yang 'ga' <lb edRef=""inst:5593"" n=""18b9""/> zhig la mi<lb edRef=""inst:4770"" n=""22b3""/> rten pa yin zer ro ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0211-53-31,unreviewed,25b3 - 25b4,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:4770"" n=""25b3""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0211-53-31"" type=""excerpt"" status=""unreviewed"">
            khas blangs brjod pa ni <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:5573"">bgag gi yongs su 'dzin pa</rs> na re | 'jig myed la byas yod bkag pa lta bu'i med dgag de rtags kyi bsgrub bya yin zhing rjes dpag gi gzhal bya yin la | 'jig myed byas yin la | 'jig myed byas <lb edRef=""inst:5593"" n=""21b3""/> yod kyis stong pa'i tshogs don ma yin dgag de yang rtags kyi <lb edRef=""inst:4770"" n=""25b4""/>bsgrub bya dang rjes dpag gi gzhal bya yin lo ||</seg></TEI>"
2_045_01_3_087_02_Chu mig pa_rnam rgyal.xml,"2_045_01
3_087_02",,ex45012023-03-0112-46-28,reviewed,28a2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" edRef=""inst:5593"" n=""28a2""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex45012023-03-0112-46-28"" type=""excerpt"" status=""reviewed"">
         <milestone unit=""section"" n=""212.112.1 rtog med byed pa la 'khrul pa tshad mar 'dod pa dgag pa""/>
         dang po ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsha ba chen po de</rs> na re | ljon shing 'gror snang gi shes pa kha dog la tshad ma yin zer ro ||</seg></TEI>"
